timestamp_sec,amplitude_rms,frequency_hz
0.11339950561523438,0.0017489668,21.533203125
0.1635112762451172,0.004817147,21.533203125
0.21390318870544434,0.0049615153,21.533203125
0.2543163299560547,0.003964216,21.533203125
0.2993888854980469,0.0032632428,64.599609375
0.33067870140075684,0.0044505787,64.599609375
0.38870930671691895,0.005445267,64.599609375
0.4357128143310547,0.0073178187,64.599609375
0.4781022071838379,0.009767261,64.599609375
0.5257537364959717,0.00968023,64.599609375
0.5786375999450684,0.01431974,64.599609375
0.609978199005127,0.011570312,64.599609375
0.6724278926849365,0.014747589,64.599609375
0.710315465927124,0.027557123,129.19921875
0.7493226528167725,0.045104917,366.064453125
0.8102757930755615,0.04265996,344.53125
0.8572242259979248,0.030618567,107.666015625
0.89505934715271,0.029586624,107.666015625
0.9420361518859863,0.026508162,107.666015625
0.979705810546875,0.0257849,107.666015625
1.0423171520233154,0.014063259,129.19921875
1.080080509185791,0.020494418,64.599609375
1.127091646194458,0.010393491,64.599609375
1.1804955005645752,0.00719168,64.599609375
1.2274725437164307,0.006124592,21.533203125
1.2742927074432373,0.0121214,129.19921875
1.312171459197998,0.017607482,129.19921875
1.3746979236602783,0.006895225,129.19921875
1.4120688438415527,0.006329943,64.599609375
1.4589745998382568,0.021312341,129.19921875
1.5123095512390137,0.021872604,107.666015625
1.548262119293213,0.020218937,107.666015625
1.5969386100769043,0.020923419,215.33203125
1.6437797546386719,0.014523589,107.666015625
1.6810534000396729,0.010314649,43.06640625
1.7435860633850098,0.009458644,107.666015625
1.7815475463867188,0.011814694,107.666015625
1.8286187648773193,0.013014478,107.666015625
1.881532907485962,0.012104523,107.666015625
1.912883996963501,0.01415545,107.666015625
1.9597597122192383,0.017958017,129.19921875
2.0131185054779053,0.010839429,150.732421875
2.060056209564209,0.0069724345,43.06640625
2.1147215366363525,0.0074621555,64.599609375
2.1522724628448486,0.00787894,43.06640625
2.197537422180176,0.007728034,64.599609375
2.2444751262664795,0.009811564,43.06640625
2.2822701930999756,0.007273735,64.599609375
2.3292505741119385,0.009252734,64.599609375
2.3822600841522217,0.017407369,107.666015625
2.4292593002319336,0.016842443,107.666015625
2.482647180557251,0.020079447,107.666015625
2.5296132564544678,0.016079253,107.666015625
2.5609586238861084,0.011149936,43.06640625
2.61434006690979,0.01487988,107.666015625
2.6611733436584473,0.024831712,107.666015625
2.7146060466766357,0.028255373,129.19921875
2.761618137359619,0.026632166,129.19921875
2.798861026763916,0.021403417,150.732421875
2.8458333015441895,0.018839182,150.732421875
2.899388551712036,0.013432772,172.265625
2.9305784702301025,0.015815968,172.265625
2.983863115310669,0.013214889,193.798828125
3.0307576656341553,0.014048366,193.798828125
3.077707052230835,0.018257473,172.265625
3.1312010288238525,0.015909245,172.265625
3.184276580810547,0.012616177,172.265625
3.21559739112854,0.019640824,150.732421875
3.2625625133514404,0.02351571,387.59765625
3.3160033226013184,0.02447697,387.59765625
3.362858772277832,0.024175307,129.19921875
3.4005138874053955,0.024763416,129.19921875
3.4629316329956055,0.02151503,129.19921875
3.500845432281494,0.020166779,129.19921875
3.5650672912597656,0.016050456,129.19921875
3.597459077835083,0.006018527,129.19921875
3.638671875,0.007904781,43.06640625
3.683110475540161,0.018699028,43.06640625
3.73001766204834,0.13923451,538.330078125
3.7675976753234863,0.029052552,495.263671875
3.830232858657837,0.016049376,301.46484375
3.868056535720825,0.009806038,516.796875
3.9149796962738037,0.007050632,21.533203125
3.968585252761841,0.008036058,64.599609375
3.9998600482940674,0.0062405453,21.533203125
4.062298536300659,0.0055722846,43.06640625
4.100170612335205,0.0048798933,64.599609375
4.147052764892578,0.006647989,43.06640625
4.200448274612427,0.007668944,64.599609375
4.247394323348999,0.008119309,21.533203125
4.2852942943573,0.007854737,43.06640625
4.332023859024048,0.006932631,64.599609375
4.369786977767944,0.005049947,64.599609375
4.432329177856445,0.0050326446,21.533203125
4.470218181610107,0.005694251,21.533203125
4.517172574996948,0.006546262,21.533203125
4.5705156326293945,0.00584279,64.599609375
4.617480993270874,0.0062839217,21.533203125
4.664313793182373,0.0057605132,43.06640625
4.7022504806518555,0.0058638155,43.06640625
4.764700412750244,0.0065786145,21.533203125
4.8025312423706055,0.007568749,21.533203125
4.851167917251587,0.22923489,430.6640625
4.902618646621704,0.07279645,344.53125
4.933936834335327,0.031038424,409.130859375
4.987546920776367,0.020998428,452.197265625
5.018687963485718,0.0153721655,366.064453125
5.0721845626831055,0.00902717,21.533203125
5.134766101837158,0.008901903,43.06640625
5.172546863555908,0.0056503476,43.06640625
5.21956992149353,0.006174287,43.06640625
5.272857427597046,0.006603195,64.599609375
5.304207801818848,0.01079792,215.33203125
5.351084232330322,0.014179098,215.33203125
5.404531478881836,0.006089854,64.599609375
5.451397895812988,0.0066042673,64.599609375
5.504864931106567,0.00520647,43.06640625
5.551876544952393,0.005319233,43.06640625
5.589174747467041,0.012149228,279.931640625
5.636114120483398,0.009971727,279.931640625
5.673833131790161,0.22496942,366.064453125
5.72085976600647,0.05709115,366.064453125
5.774386882781982,0.026320254,409.130859375
5.821421384811401,0.020062469,301.46484375
5.865234851837158,0.012645606,452.197265625
5.921815633773804,0.009615924,64.599609375
5.952898740768433,0.06958607,387.59765625
6.006073236465454,0.024008436,344.53125
6.052913665771484,0.011769456,409.130859375
6.090746641159058,0.008575991,43.06640625
6.153242111206055,0.005904797,43.06640625
6.19077205657959,0.1808778,409.130859375
6.230204343795776,0.06288784,344.53125
6.290981292724609,0.024496166,387.59765625
6.337790250778198,0.016243115,409.130859375
6.375204801559448,0.011315397,430.6640625
6.422228813171387,0.08903985,387.59765625
6.469135046005249,0.03457598,366.064453125
6.522275686264038,0.014082892,366.064453125
6.5691163539886475,0.009488732,301.46484375
6.6070027351379395,0.037342,279.931640625
6.6538989543914795,0.028936569,538.330078125
6.707478284835815,0.010301581,516.796875
6.754354476928711,0.0064885626,21.533203125
6.7922937870025635,0.005666232,43.06640625
6.854745388031006,0.005806032,21.533203125
6.892817735671997,0.01670728,279.931640625
6.939846992492676,0.008557318,43.06640625
6.993282079696655,0.010163331,43.06640625
7.024719953536987,0.008845613,43.06640625
7.0780534744262695,0.005842091,21.533203125
7.109396696090698,0.0063269655,21.533203125
7.171894311904907,0.0045749997,21.533203125
7.209792613983154,0.0068774326,43.06640625
7.256662130355835,0.0060717054,21.533203125
7.31034517288208,0.0067128567,43.06640625
7.357176303863525,0.015790448,64.599609375
7.39497971534729,0.011973431,43.06640625
7.44187068939209,0.008150603,64.599609375
7.495384216308594,0.005752648,21.533203125
7.542239189147949,0.012354016,64.599609375
7.579582691192627,0.0068335207,43.06640625
7.642120122909546,0.0063870843,43.06640625
7.6799304485321045,0.0060466523,21.533203125
7.7269556522369385,0.008056508,43.06640625
7.773731231689453,0.004913034,43.06640625
7.811628580093384,0.004894917,43.06640625
7.874074697494507,0.008828863,279.931640625
7.9120166301727295,0.009916071,43.06640625
7.963506460189819,0.008485021,43.06640625
8.013613224029541,0.00650595,43.06640625
8.052740812301636,0.006045115,43.06640625
8.103610754013062,0.0057671247,21.533203125
8.154351234436035,0.005777345,43.06640625
8.19451117515564,0.0054658903,43.06640625
8.244043111801147,0.0063715987,21.533203125
8.294143199920654,0.0074396245,21.533203125
8.32010793685913,0.005896911,43.06640625
8.381026983261108,0.0076783122,64.599609375
8.412380456924438,0.008637374,215.33203125
8.459324359893799,0.004914751,43.06640625
8.523637771606445,0.0040184893,64.599609375
8.565091609954834,0.005078254,21.533203125
8.613672971725464,0.009156236,64.599609375
8.662492036819458,0.0069866553,43.06640625
